"address";"volume";"share_volume";"trades";"pnl";"pnl_percentage";"pbt_user_can_claim"
"0x2b71bc97507076a80bd0000cdb134e4fc3041359";"423835";"2162805";"3199";"41886";"0.280397649736702950000000000000";"246715.264440770162114500"
"0xc170d0cf0296debded247360ad84b7414ac81e1c";"271368";"421647";"183";"41470";"0.277612818950987700000000000000";"244274.889374940031387000"
"0x1d9d605767ebe1b6f190c78f0c8b5f4d934d58ff";"118923";"184868";"8";"38723";"0.259223563738584460000000000000";"228160.201139758948142600"
"0x50ace6ffc598ffdcf3f3f01cc6218c1a79e4fbc1";"425987";"500965";"29";"36420";"0.243806579845550350000000000000";"214650.143984454227208500"
"0x7ac70b550a70925c0832acebbde529e008af44e2";"8264";"1282429";"17";"36161";"0.242072754909251680000000000000";"213130.775854526339700800"
"0xbd814084d126cc522ae52863bfeb0a10e29c351c";"373119";"493983";"117";"36126";"0.241838454242184280000000000000";"212925.455836968506406800"
"0x34fb953916fe8b9ccc58df0de01189d7ccbaa65e";"83291";"640708";"99";"35975";"0.240827614221407830000000000000";"212039.646618361895507300"
"0x4cc3522b689a6bf1fb4a2444c523e7776db47552";"1521502";"6301907";"8222";"35774";"0.239482058961963700000000000000";"210860.523088958409947000"
"0xbe46e606a48910cf02ee0990a5c9d59be1f487ab";"87396";"133200";"25";"34692";"0.232238821197194740000000000000";"204513.201403313722609400"
"0x000d257d2dc7616feaef4ae0f14600fdf50a758e";"375728";"438235";"69";"32816";"0.219680305442382760000000000000";"193508.048462214436415600"
"0x0cc0e98deb609477aae9a52244b50b4ca803d4dd";"96784";"128622";"8";"31838";"0.213133275374042600000000000000";"187770.820543027270806000"
"0x9556e7a4585c60186b02769a1d0d4de8e41ea441";"430310";"509998";"55";"31708";"0.212263015753506600000000000000";"187008.203334955368646000"
"0xe2b1fc269d0c2e27da11fadd1d9596fe28227d2a";"319483";"803105";"4601";"31616";"0.211647139714358030000000000000";"186468.505003089085269300"
"0x1e9b7f346174a2e2d99c7ee8797e2215d69739dd";"35000";"66608";"4";"31608";"0.211593585276171200000000000000";"186421.574713361584272000"
"0x8a4c788f043023b8b28a762216d037e9f148532b";"126379";"806177";"627";"30845";"0.206485830734102150000000000000";"181945.598330601055066500"
"0x43372356634781eea88d61bbdd7824cdce958882";"117095";"534123";"1167";"29921";"0.200300293123523100000000000000";"176525.149867074527761000"
"0xac9f35d79364c083fbb39e630659b5b33f529adc";"193892";"4789375";"31768";"29607";"0.198198281424689980000000000000";"174683.135995270076373800"
"0x99c1be99c35fd90e333b2af37f9e7d5d746e9b20";"1375123";"10474471";"4687";"29296";"0.196116352640176900000000000000";"172858.720982113419239000"
"0x5b8567c25c1194b8a13c61e9ccb3f450bab96858";"158427";"187552";"17";"29147";"0.195118901228947180000000000000";"171984.644335938703305800"
"0x60da4444b8f6cdc990ed7dc4a5a2a76636507c78";"842125";"870392";"31";"28235";"0.189013695275648370000000000000";"166634.591307003423114700"
"0x67edb7bbc9d88681db83dfc6ffb26bbcb1502350";"172134";"679855";"459";"27937";"0.187018792453188900000000000000";"164886.438014653964959000"
"0x5da7346d021f21c415e51671a28ed8ab5a9270b5";"465158";"1490421";"978";"27576";"0.184602148430008130000000000000";"162768.708690700424400300"
"0x8b5eb9aa03850e10b57c447cc58b4e3ce17e5692";"99643";"342938";"746";"27053";"0.181101027033544030000000000000";"159700.640999764968929300"
"0x74aeb7139dc2c20fa3a67faba3ba2a4a951aec0c";"118535";"1084534";"624";"26349";"0.176388236473102870000000000000";"155570.775503744776009700"
"0xb9b3fbb2ee573af96369901a9b987aa2a9de81b9";"366374";"395175";"39";"25801";"0.172719757457304900000000000000";"152356.050657410856919000"
"0x0f0a9345f184441f620f50dadd69eeed31ddac0b";"43394";"364118";"160";"25710";"0.172110575722929680000000000000";"151822.218611760507880800"
"0x80996c0bfe3394abcc39861588ea476abf3f77b8";"448444";"479617";"31";"25628";"0.171561642731514670000000000000";"151341.183142053620467700"
"0x374e8ba7a5eb47dcb2734b500918997eb0f523bc";"109933";"234894";"62";"25617";"0.171488005379007770000000000000";"151276.653993678298928700"
"0xcd7e72b246b37a4ec220d08f4bb540543b411628";"350000";"375458";"3";"25458";"0.170423610920044500000000000000";"150343.914485344195795000"
"0x57f26fa772553f20b8b2c9764212604f5e0a21fb";"80977";"105739";"15";"24762";"0.165764374797790160000000000000";"146260.979279051495109600"
"0xea1a3a54b359df4ff6ac050983ec5b61990c3f03";"1000000";"1024748";"1";"24748";"0.165670654530963200000000000000";"146178.851272028361792000"
"0x5bbdda8c2447fd63f0e8dc8a3712352fc81b9ec2";"158585";"2039962";"978";"24378";"0.163193761764822250000000000000";"144008.325372131385897500"
"0x376441d19f56d43629d3872324dc2e648e13c5eb";"838127";"2221760";"2220";"24149";"0.161660765971724190000000000000";"142664.945828681624938900"
"0x5bc1242f3bb3f4f4f00b603ef6678431d4892dc9";"643696";"999963";"939";"23968";"0.160449096807747130000000000000";"141603.148023596887490300"
"0xe20c5d24999b9c5cd79cef672e3fdd45909994a0";"504925";"601686";"69";"23895";"0.159960412559292300000000000000";"141174.909129833435413000"
"0xd8edcc738c3f88f062fb2ddedfe77c5f31026f19";"38954";"660638";"254";"23736";"0.158896018100329020000000000000";"140242.169621499323516200"
"0x113829226981f7ab14c263f1a8d6ae350fd4f3da";"262710";"474547";"1451";"23633";"0.158206504708673560000000000000";"139637.942141257727363600"
"0x296bd652f74deac6a8bd9bcb04265f3a65fd2cf2";"126142";"682631";"1595";"22989";"0.153895372434633640000000000000";"135860.053818193805068400"
"0x40ab1476a7b68cc04f8ada81c952040bb9c8f946";"269800";"375186";"254";"22146";"0.148252073510696250000000000000";"130914.774538158230837500"
"0xf1302aafc43aa3a69bcd8058fc7a0259dac246ab";"124915";"558814";"1825";"21963";"0.147027015737172500000000000000";"129841.244160641633475000"
"0xb254cd171eb8d5b4b60703f99fd13474504bb70a";"443378";"1080479";"426";"21737";"0.145514102858394500000000000000";"128515.463475839684295000"
"0x55769ed86f43bf22c7a53339cc83934846c3473a";"317799";"339456";"2";"21657";"0.144978558476526200000000000000";"128046.160578564674322000"
"0xbb90ad2434c27716e987f6318df47285c6ddffbe";"771211";"5398101";"12893";"21275";"0.142421334053104980000000000000";"125805.239244076425023800"
"0x44e960934b5c09aa544d178ff653e0a41ff902e4";"73705";"482770";"580";"21159";"0.141644794699395920000000000000";"125124.750043027638655200"
"0x97bebc7846c4afcc032f22835471bea722de6f3b";"14378";"35225";"12";"20707";"0.138618968941839950000000000000";"122473.188673423766584500"
"0xc14286230876858445ffefa4740247c86b2e1f7b";"36653";"117476";"85";"20686";"0.138478388541599520000000000000";"122349.996662889075371200"
"0x992cbd24b8866880bdf08de2309fafe9c49b69c3";"88726";"142137";"10";"20608";"0.137956232769277900000000000000";"121892.426338045916549000"
"0x107120f8ac73180f633ae88463b2109bc90e169b";"38500";"58916";"7";"20416";"0.136670926252793950000000000000";"120766.099384585866324500"
"0x480819bb9110122f63d783b6bd653cf13b753673";"206428";"238949";"15";"20297";"0.135874303984764830000000000000";"120068.011324889268177300"
"0x381ca16bc5565b1dd1ff1dafd5d0b814e0e297ad";"5000";"24764";"4";"19764";"0.132306239540567200000000000000";"116941.280771794443032000"
"0xa6a8aa0792dfb4d2aecd481ff6e926822c01a884";"431344";"788602";"398";"19656";"0.131583254625044970000000000000";"116307.721860473157660700"
"0xded6620b0bce880360177170f81b95b19b12d4ff";"189668";"228473";"16";"19459";"0.130264476584694230000000000000";"115152.063475933400691300"
"0xdefd05fe12960d296205cbf33336add2ed2eb8b3";"83415";"137437";"44";"19401";"0.129876206907839710000000000000";"114811.818875409016270100"
"0x533d56b5e49178f5cee06923966e7d6bd35ad452";"162737";"214718";"58";"19176";"0.128369988333835060000000000000";"113491.904476823001428600"
"0x5f82fbd0c808fd89b7f598b2de7ce8527380d380";"155508";"252944";"209";"19016";"0.127298899570098430000000000000";"112553.298682272955193300"
"0xe5b49b3b107cbf33f4e0644a9ee405596bf41e3e";"168206";"187190";"13";"18984";"0.127084681817351100000000000000";"112365.577523362942441000"
"0xc43f9a72afb3474dadb2bd9f198f0e1fe172ce18";"59006";"334129";"1997";"18938";"0.126776743797776840000000000000";"112095.728357429822660400"
"0xddd474114d5ee7dceea93ba59d38e8ae246d43df";"539283";"1796688";"3657";"18913";"0.126609386178442970000000000000";"111949.071202031359040700"
"0x814da9245a05f2d9db142357a80d13784e6da04f";"156712";"823545";"5748";"18679";"0.125042918861478170000000000000";"110576.360227501935152700"
"0x1920b17ac75afced332ae347776b97be7d70f8bc";"263755";"932587";"8848";"18664";"0.124942504289877850000000000000";"110488.365934262858733500"
"0x29c83d33b2ed81f520719da3b5fd731b94a0eb44";"133995";"330116";"69";"18546";"0.124152576326622090000000000000";"109796.144160782203687900"
"0x417f0198cab974479ac552791e77da24d9b71eae";"304435";"325997";"5";"18416";"0.123282316706086080000000000000";"109033.526952710292764800"
"0x06bd096a451d4afd777b007dc5494f9a41824566";"492095";"530792";"122";"18234";"0.122063953237335670000000000000";"107965.862861409620977700"
"0xf811f63f32371ce7c8159f4ae9c12cc60e999666";"135710";"165256";"21";"18045";"0.120798729635171770000000000000";"106857.134766597373768700"
"0x95b198f900d19a80d3d7e47b7b17708af254f9ac";"28590";"128095";"19";"17945";"0.120129299157836380000000000000";"106270.506145003598157800"
"0x59c8b2601692d4e14a95f5d9dd11edf73a61ef24";"129946";"455377";"3008";"17687";"0.118402168526311070000000000000";"104757.004301291653751700"
"0x89404b1194eb41166ab6f9d3efdf6eb11d3b1bb5";"511774";"763849";"534";"17552";"0.117498437381908280000000000000";"103965.055662140044846800"
"0x429a928b13de8f7091d49a07feb3481ab893f092";"118768";"340039";"702";"17226";"0.115316094025794900000000000000";"102052.646355744328819000"
"0x25a19c4968e0737ea85a09d8c9cce3d527a13372";"54516";"99227";"22";"17216";"0.115249150978061360000000000000";"101993.983493584950381600"
"0x30af50d04b9c1ddef67ae39996f9607c0f14aa32";"151428";"648584";"3351";"17169";"0.114934518653713720000000000000";"101718.268041435869973200"
"0x6d254523e3bebd12191e7345feb67ab0dead657d";"81822";"286655";"278";"16613";"0.111212485199728930000000000000";"98456.612905374458648300"
"0x51516395e02a404f1d38addbed540fa47b5c92ee";"112679";"129265";"6";"16586";"0.111031738970848380000000000000";"98298.223177544143877800"
"0xe54e1ed318ceec127c4d6fab26740b2598f6e651";"20679";"74379";"77";"16545";"0.110757272475140860000000000000";"98057.705442690687026600"
"0x80cdb0001bbbdd6285429e9bacea9b1f1e770b23";"309465";"731358";"4074";"16429";"0.109980733121431800000000000000";"97377.216241641900658000"
"0xdfc28bc2f8bc2b8951edc4aa7426ae5c65673572";"108639";"169254";"95";"16406";"0.109826764111644670000000000000";"97242.291658675340767700"
"0x314d86e577a6e065e0349805a562c247b4052dba";"44946";"238549";"1447";"16134";"0.108005913213292390000000000000";"95646.661807940254280900"
"0x47c10ce32fb032cabced54c7227ab2308b7daf00";"259904";"1288899";"2687";"16111";"0.107851944203505260000000000000";"95511.737224973694390600"
"0x31dd930720981720d5f016df3a502842d16d71e2";"129316";"403939";"134";"15928";"0.106626886429981490000000000000";"94438.206847457079501900"
"0xe9e0a90ed8003e1a9de9fe694a69fe3b3767becd";"120410";"405632";"133";"15884";"0.106332337019953910000000000000";"94180.090253955810872100"
"0x8f342cd48d270bef75204a6e176896b74154e218";"78018";"595198";"2062";"15677";"0.104946615931869640000000000000";"92965.769007256684228400"
"0x423bc38bbc3b1c41b1fb600a3e6d8144818a0322";"55788";"252575";"1279";"15386";"0.102998573242823660000000000000";"91258.679718418801494600"
"0xc360455f4ad4094a58964a14c91767f4cf9c57dc";"232848";"320556";"106";"15158";"0.101472271754498950000000000000";"89921.166461184974874500"
"0x8d0328e8aeaa03bb13796c0eb31210f7f216fabf";"62764";"106158";"47";"15113";"0.101171028039698030000000000000";"89657.183581467780669300"
"0x63a0f38b9d5a992b22546cb6afe27c88e29a8079";"79951";"428522";"2295";"15077";"0.100930033067857290000000000000";"89445.997277694021799900"
"0x23cca5b24af17b90d86fed3324e327c44da8a539";"270652";"449601";"402";"14983";"0.100300768419162020000000000000";"88894.566373395869746200"
"0xe61ebfa1a2527c90a5c1b3bc7e7e90723671b4bd";"7500";"22415";"1";"14915";"0.099845555694573960000000000000";"88495.658910712106887600"
"0x20278adc54f9d4b6676f620fca802725dafd49c0";"393752";"1331780";"327";"14797";"0.099055627731318200000000000000";"87803.437137231451842000"
"0x14e4203f1da6ce9b07b36a2a4ebdbf3ed6954cb0";"28799";"60890";"14";"14747";"0.098720912492650480000000000000";"87510.122826434542128800"
"0xe0ce43e3d185e10e11e81b480a883cf6d7d7f9c9";"202494";"255980";"13";"14616";"0.097843958567341130000000000000";"86741.639332146705630300"
"0x495b97dcdd8e3e4ae7788ca6a53156cd4907e3fc";"180040";"868526";"2997";"14387";"0.096310962774243070000000000000";"85398.259788696944671700"
"0x64403d2ba667ca8dec0165518cddcdd675611969";"136996";"152627";"25";"14128";"0.094577137837944400000000000000";"83878.891658769057164000"
"0xe3f39964fb5e1a09010360d6673d1f18cc33a610";"148500";"162591";"6";"14091";"0.094329448561330310000000000000";"83661.839068779363956100"
"0x643e454cf3bbadd5e8ff4db17449afae451a643d";"34648";"111509";"272";"13996";"0.093693489607861680000000000000";"83104.541878265268800800"
"0x4481fbf69aa23f0a069c136d1c593676884672d0";"192245";"285192";"323";"13852";"0.092729509720498720000000000000";"82259.796663170233323200"
"0xc66e8e86ad78d7fc4f60283da75aa6fc2300cafe";"31948";"600439";"880";"13829";"0.092575540710711570000000000000";"82124.872080203655906700"
"0x000000000e1d81f0d862ea7fb8c1755f2e7a23f3";"286489";"1259430";"3244";"13681";"0.091584783604255190000000000000";"81256.661720244865548900"
"0x0dc185cecf5ff241610be8c5f8a8263d1ca01ef2";"229414";"243069";"39";"13634";"0.091270151279907560000000000000";"80980.946268095793903600"
"0x402956cec020e043be8a15ce9dc93497e1c9433f";"44450";"126184";"137";"13166";"0.088137216645977910000000000000";"78235.524319036902312100"
"0x7e91a60df1756fd77f35f29232e037e3ec9fbfab";"197414";"234243";"32";"13166";"0.088137216645977910000000000000";"78235.524319036902312100"
"0xa6f0bc988abbabf04904b891c98638b34a7b8651";"90717";"312119";"1567";"13118";"0.087815890016856930000000000000";"77953.942580671896328300"
"0x5c5267a02593366f681365ec057e2c5099fa6f88";"15341";"45192";"44";"13108";"0.087748946969123390000000000000";"77895.279718512517890900"
"0xf77e3e1848045cdc50704b811fdf812326b53624";"115375";"667789";"939";"13055";"0.087394148816135640000000000000";"77584.366549067822688400"
"0x8e60d10f3b34fb1698dd6e97b8e357db65bc7fdb";"95850";"336538";"1614";"13040";"0.087293734244535320000000000000";"77496.372255828746269200"
"0xd6f898c05e5edd9699aafa6868bf0a6c51d9f83b";"20089";"33216";"8";"13027";"0.087206708282481730000000000000";"77420.110535021564816300"
"0x1e8088a562278fed0c7558cc974bc4cd4b40102d";"144477";"346693";"2141";"13011";"0.087099599406108060000000000000";"77326.249955566554058600"
"0xb09af15d44860ca3e011ad2cde934f3bfdbff738";"9736";"27050";"17";"12874";"0.086182479652158570000000000000";"76522.568743983076476700"
"0xe4ebab95d1cb3669465583a480315b13ebe3d0e0";"31336";"57437";"40";"12703";"0.085037753535915040000000000000";"75519.433801057708702400"
"0x00cd7a172c9d77f1a3238c17d7f5963eddc0214c";"7670";"36284";"66";"12650";"0.084682955382927290000000000000";"75208.520631613013499900"
